user_name,email,account_type,gender,password,joining_date,"(""Jaquelyn Yalçın"", ""jaquelynyaln@gmail.ca"", 'customer' , 'male', ""BXD61MPX6YY"", ""2022-10-26""),"
Oleg Shan,olegshan1339@gmail.com,'artist' ,'female',THB58EMF9YR,2/15/2021,"(""Oleg O'Brien"", ""olegobrien@gmail.edu"", 'customer' , 'female', ""BSU13LGW3KI"", ""2022-11-19""),"
Oleg O'Brien,olegobrien@gmail.edu,'customer' ,'female',BSU13LGW3KI,11/19/2022,"(""Amir Clarke"", ""amirclarke@gmail.org"", 'customer' , 'female', ""PJD13YEV5EI"", ""2021-09-21""),"
Amir Clarke,amirclarke@gmail.org,'customer' ,'female',PJD13YEV5EI,9/21/2021,"(""Leo Vi"", ""leovi3871@gmail.com"", 'artist' , 'female', ""KBS45FXY7EH"", ""2022-06-22""),"
Leo Vi,leovi3871@gmail.com,'artist' ,'female',KBS45FXY7EH,6/22/2022,"(""Hilda Ujah"", ""hildaujah3111@gmail.com"", 'customer' , 'female', ""CDD89EWR1FD"", ""2022-10-02""),"
Hilda Ujah,hildaujah3111@gmail.com,'customer' ,'female',CDD89EWR1FD,10/2/2022,"(""Molly Ward"", ""mollyward@gmail.net"", 'customer' , 'male', ""GFP29ARC6GK"", ""2021-08-15""),"
Molly Ward,mollyward@gmail.net,'customer' ,'male',GFP29ARC6GK,8/15/2021,"(""Abbot Neel"", ""abbotneel6683@gmail.ca"", 'artist' , 'male', ""NEF88BKL8EM"", ""2022-02-25""),"
Abbot Neel,abbotneel6683@gmail.ca,'artist' ,'male',NEF88BKL8EM,2/25/2022,"(""Burke Karadağ"", ""burkekarada@gmail.com"", 'artist' , 'male', ""JWI88SIE2CT"", ""2021-05-29""),"
Burke Karadağ,burkekarada@gmail.com,'artist' ,'male',JWI88SIE2CT,5/29/2021,"(""Amal Kaçar"", ""amalkaar6887@gmail.ca"", 'customer' , 'female', ""QOJ61WOA4MJ"", ""2021-07-09""),"
Amal Kaçar,amalkaar6887@gmail.ca,'customer' ,'female',QOJ61WOA4MJ,7/9/2021,"(""Joy Thompson"", ""joythompson@gmail.couk"", 'customer' , 'female', ""WHT30UXP5JD"", ""2021-11-28""),"
Joy Thompson,joythompson@gmail.couk,'customer' ,'female',WHT30UXP5JD,11/28/2021,"(""Nerea Bennett"", ""nereabennett@gmail.org"", 'customer' , 'female', ""XON67JYP6JH"", ""2021-09-11""),"
Nerea Bennett,nereabennett@gmail.org,'customer' ,'female',XON67JYP6JH,9/11/2021,"(""Barbara Samuel"", ""barbarasamuel@gmail.net"", 'artist' , 'male', ""FXH51PDJ3DF"", ""2022-03-29""),"
Barbara Samuel,barbarasamuel@gmail.net,'artist' ,'male',FXH51PDJ3DF,3/29/2022,"(""Emi Stewart"", ""emistewart9276@gmail.com"", 'customer' , 'female', ""BEP03EPJ8FB"", ""2021-08-24""),"
Emi Stewart,emistewart9276@gmail.com,'customer' ,'female',BEP03EPJ8FB,8/24/2021,"(""Joseph Raman"", ""josephraman9104@gmail.edu"", 'customer' , 'male', ""VQL96UUI0QE"", ""2022-11-09""),"
Joseph Raman,josephraman9104@gmail.edu,'customer' ,'male',VQL96UUI0QE,11/9/2022,"(""Audrey Hall"", ""audreyhall4302@gmail.couk"", 'artist' , 'male', ""MDS64OXU3ND"", ""2021-02-19""),"
Audrey Hall,audreyhall4302@gmail.couk,'artist' ,'male',MDS64OXU3ND,2/19/2021,"(""Azalia Johnston"", ""azaliajohnston@gmail.couk"", 'artist' , 'male', ""ROY47SBU4IJ"", ""2021-02-25""),"
Azalia Johnston,azaliajohnston@gmail.couk,'artist' ,'male',ROY47SBU4IJ,2/25/2021,"(""Noelle Güngör"", ""noellegngr@gmail.ca"", 'artist' , 'female', ""UJY51INM8SU"", ""2020-12-28""),"
Noelle Güngör,noellegngr@gmail.ca,'artist' ,'female',UJY51INM8SU,12/28/2020,"(""Pascale Nguyễn"", ""pascalenguyn8126@gmail.com"", 'customer' , 'male', ""BGV59VNH5CV"", ""2021-11-15""),"
Pascale Nguyễn,pascalenguyn8126@gmail.com,'customer' ,'male',BGV59VNH5CV,11/15/2021,"(""Kiayada Raje"", ""kiayadaraje@gmail.com"", 'artist' , 'female', ""KRE87CLV8IH"", ""2021-03-16""),"
Kiayada Raje,kiayadaraje@gmail.com,'artist' ,'female',KRE87CLV8IH,3/16/2021,"(""Igor Pia"", ""igorpia3002@gmail.net"", 'artist' , 'female', ""DNO63RVJ9XG"", ""2021-09-21""),"
Igor Pia,igorpia3002@gmail.net,'artist' ,'female',DNO63RVJ9XG,9/21/2021,"(""Natalie Nguyễn"", ""natalienguyn5194@gmail.net"", 'artist' , 'female', ""UCT57WVA5XJ"", ""2021-09-26""),"
Natalie Nguyễn,natalienguyn5194@gmail.net,'artist' ,'female',UCT57WVA5XJ,9/26/2021,"(""Halla Maikori"", ""hallamaikori@gmail.couk"", 'customer' , 'male', ""SMM51RMN3EL"", ""2021-05-08""),"
Halla Maikori,hallamaikori@gmail.couk,'customer' ,'male',SMM51RMN3EL,5/8/2021,"(""Robert Onoja"", ""robertonoja@gmail.edu"", 'customer' , 'female', ""LDX15JXK2GI"", ""2022-09-21""),"
Robert Onoja,robertonoja@gmail.edu,'customer' ,'female',LDX15JXK2GI,9/21/2022,"(""Nelle Pearce"", ""nellepearce965@gmail.couk"", 'artist' , 'female', ""SQD52NBZ7BT"", ""2021-11-28""),"
Nelle Pearce,nellepearce965@gmail.couk,'artist' ,'female',SQD52NBZ7BT,11/28/2021,"(""Dara Nguyễn"", ""daranguyn@gmail.ca"", 'customer' , 'female', ""UBF79LRC5JW"", ""2022-12-04""),"
Dara Nguyễn,daranguyn@gmail.ca,'customer' ,'female',UBF79LRC5JW,12/4/2022,"(""Justine Morris"", ""justinemorris3486@gmail.edu"", 'customer' , 'male', ""SNR78STT6JR"", ""2022-09-22""),"
Justine Morris,justinemorris3486@gmail.edu,'customer' ,'male',SNR78STT6JR,9/22/2022,"(""Xavier Uyar"", ""xavieruyar4659@gmail.edu"", 'artist' , 'male', ""EAX51XPJ5YO"", ""2021-01-13""),"
Xavier Uyar,xavieruyar4659@gmail.edu,'artist' ,'male',EAX51XPJ5YO,1/13/2021,"(""Clayton Gabriela"", ""claytongabriela274@gmail.net"", 'customer' , 'male', ""NRB91TPF2HW"", ""2022-10-02""),"
Clayton Gabriela,claytongabriela274@gmail.net,'customer' ,'male',NRB91TPF2HW,10/2/2022,"(""Nero Yazici"", ""neroyazici@gmail.com"", 'artist' , 'female', ""LIQ32MXP2QN"", ""2022-09-05""),"
Nero Yazici,neroyazici@gmail.com,'artist' ,'female',LIQ32MXP2QN,9/5/2022,"(""Rowan Nguyễn"", ""rowannguyn@gmail.edu"", 'artist' , 'male', ""JGB47MFY8PO"", ""2022-05-12""),"
Rowan Nguyễn,rowannguyn@gmail.edu,'artist' ,'male',JGB47MFY8PO,5/12/2022,"(""Ashton Nguyễn"", ""ashtonnguyn@gmail.ca"", 'artist' , 'female', ""CKX30ZNQ2ED"", ""2021-06-22""),"
Ashton Nguyễn,ashtonnguyn@gmail.ca,'artist' ,'female',CKX30ZNQ2ED,6/22/2021,"(""Jeremy Nguyễn"", ""jeremynguyn3521@gmail.com"", 'customer' , 'female', ""JJJ53WVD6VY"", ""2022-01-29""),"
Jeremy Nguyễn,jeremynguyn3521@gmail.com,'customer' ,'female',JJJ53WVD6VY,1/29/2022,"(""Candice Arun"", ""candicearun@gmail.com"", 'artist' , 'male', ""PVC43RUM9GL"", ""2022-03-26""),"
Candice Arun,candicearun@gmail.com,'artist' ,'male',PVC43RUM9GL,3/26/2022,"(""Liberty Tran"", ""libertytran@gmail.ca"", 'artist' , 'female', ""ZNR85PXI2OF"", ""2021-08-17""),"
Liberty Tran,libertytran@gmail.ca,'artist' ,'female',ZNR85PXI2OF,8/17/2021,"(""Lana Chander"", ""lanachander@gmail.ca"", 'artist' , 'male', ""SXO19AIN1KM"", ""2021-04-23""),"
Lana Chander,lanachander@gmail.ca,'artist' ,'male',SXO19AIN1KM,4/23/2021,"(""Benedict Pearce"", ""benedictpearce4425@gmail.couk"", 'customer' , 'male', ""UDF01WCM2NG"", ""2021-12-06""),"
Benedict Pearce,benedictpearce4425@gmail.couk,'customer' ,'male',UDF01WCM2NG,12/6/2021,"(""Craig Castillo"", ""craigcastillo5626@gmail.org"", 'artist' , 'male', ""MPH12LGX3IT"", ""2021-04-20""),"
Craig Castillo,craigcastillo5626@gmail.org,'artist' ,'male',MPH12LGX3IT,4/20/2021,"(""Jin Biçer"", ""jinbier9472@gmail.net"", 'artist' , 'female', ""HTY43MBQ8XF"", ""2021-09-23""),"
Jin Biçer,jinbier9472@gmail.net,'artist' ,'female',HTY43MBQ8XF,9/23/2021,"(""Mikayla Cooper"", ""mikaylacooper@gmail.org"", 'customer' , 'male', ""DKT14UPN5RH"", ""2022-01-23""),"
Mikayla Cooper,mikaylacooper@gmail.org,'customer' ,'male',DKT14UPN5RH,1/23/2022,"(""Allistair İnce"", ""allistairnce8598@gmail.com"", 'artist' , 'male', ""MSR25CRB1ON"", ""2021-10-08""),"
Allistair İnce,allistairnce8598@gmail.com,'artist' ,'male',MSR25CRB1ON,10/8/2021,"(""Kato Gül"", ""katogl@gmail.com"", 'artist' , 'male', ""EOG41ZBR7UF"", ""2021-03-17""),"
Kato Gül,katogl@gmail.com,'artist' ,'male',EOG41ZBR7UF,3/17/2021,"(""Logan Gabriela"", ""logangabriela9203@gmail.net"", 'artist' , 'female', ""NYL44CHJ6YY"", ""2022-08-10""),"
Logan Gabriela,logangabriela9203@gmail.net,'artist' ,'female',NYL44CHJ6YY,8/10/2022,"(""Michael Nguyễn"", ""michaelnguyn3780@gmail.com"", 'customer' , 'female', ""BBN23QTB8CF"", ""2022-03-19""),"
Michael Nguyễn,michaelnguyn3780@gmail.com,'customer' ,'female',BBN23QTB8CF,3/19/2022,"(""Anthony Arun"", ""anthonyarun9536@gmail.net"", 'artist' , 'male', ""WPI53CEA6YF"", ""2022-04-10""),"
Anthony Arun,anthonyarun9536@gmail.net,'artist' ,'male',WPI53CEA6YF,4/10/2022,"(""Karina Çiçek"", ""karinaiek@gmail.couk"", 'customer' , 'male', ""PGP56HCO4CI"", ""2022-10-10""),"
Karina Çiçek,karinaiek@gmail.couk,'customer' ,'male',PGP56HCO4CI,10/10/2022,"(""Risa Phillips"", ""risaphillips@gmail.ca"", 'artist' , 'male', ""KJJ65OWU6DH"", ""2021-01-01""),"
Risa Phillips,risaphillips@gmail.ca,'artist' ,'male',KJJ65OWU6DH,1/1/2021,"(""Veronica Umelo"", ""veronicaumelo@gmail.couk"", 'customer' , 'male', ""CBU95WTQ1LZ"", ""2022-02-26""),"
Veronica Umelo,veronicaumelo@gmail.couk,'customer' ,'male',CBU95WTQ1LZ,2/26/2022,"(""Bethany Pascal"", ""bethanypascal2882@gmail.couk"", 'customer' , 'male', ""JJD78IXN8CF"", ""2022-01-05""),"
Bethany Pascal,bethanypascal2882@gmail.couk,'customer' ,'male',JJD78IXN8CF,1/5/2022,"(""Wade Barbara"", ""wadebarbara@gmail.org"", 'artist' , 'male', ""WJK25YOA2FX"", ""2022-08-07""),"
Wade Barbara,wadebarbara@gmail.org,'artist' ,'male',WJK25YOA2FX,8/7/2022,"(""Noelle Renato"", ""noellerenato@gmail.ca"", 'customer' , 'female', ""QPF22NKW1FW"", ""2021-02-10""),"
Noelle Renato,noellerenato@gmail.ca,'customer' ,'female',QPF22NKW1FW,2/10/2021,"(""Ava Muthu"", ""avamuthu@gmail.org"", 'artist' , 'male', ""ZXT72LXT6DO"", ""2021-07-16""),"
Ava Muthu,avamuthu@gmail.org,'artist' ,'male',ZXT72LXT6DO,7/16/2021,"(""Alexandra Flores"", ""alexandraflores3684@gmail.com"", 'customer' , 'male', ""FNM35LDO8WL"", ""2022-08-08""),"
Alexandra Flores,alexandraflores3684@gmail.com,'customer' ,'male',FNM35LDO8WL,8/8/2022,"(""Paul Vicente"", ""paulvicente@gmail.edu"", 'artist' , 'male', ""TFW16MBM8AR"", ""2021-11-26""),"
Paul Vicente,paulvicente@gmail.edu,'artist' ,'male',TFW16MBM8AR,11/26/2021,"(""Baxter Fisher"", ""baxterfisher4678@gmail.com"", 'artist' , 'male', ""GGQ14IHY8RR"", ""2022-09-28""),"
Baxter Fisher,baxterfisher4678@gmail.com,'artist' ,'male',GGQ14IHY8RR,9/28/2022,"(""Kaitlin Nguyễn"", ""kaitlinnguyn@gmail.net"", 'customer' , 'male', ""JMS56OOZ7IV"", ""2022-10-26""),"
Kaitlin Nguyễn,kaitlinnguyn@gmail.net,'customer' ,'male',JMS56OOZ7IV,10/26/2022,"(""Ursula Nguyễn"", ""ursulanguyn695@gmail.net"", 'customer' , 'female', ""HJT14RYL1KI"", ""2022-07-07""),"
Ursula Nguyễn,ursulanguyn695@gmail.net,'customer' ,'female',HJT14RYL1KI,7/7/2022,"(""Carol Özkan"", ""carolzkan@gmail.org"", 'customer' , 'male', ""HMI77ODD0GW"", ""2022-08-04""),"
Carol Özkan,carolzkan@gmail.org,'customer' ,'male',HMI77ODD0GW,8/4/2022,"(""Mariko Samuel"", ""marikosamuel3464@gmail.org"", 'customer' , 'female', ""PYU55SEL5US"", ""2022-05-27""),"
Mariko Samuel,marikosamuel3464@gmail.org,'customer' ,'female',PYU55SEL5US,5/27/2022,"(""Myra Mati"", ""myramati@gmail.org"", 'artist' , 'male', ""MSD70NIV3KB"", ""2022-06-09""),"
Myra Mati,myramati@gmail.org,'artist' ,'male',MSD70NIV3KB,6/9/2022,"(""Serena Orhan"", ""serenaorhan5866@gmail.ca"", 'artist' , 'female', ""HHO06IYM3EX"", ""2022-11-28""),"
Serena Orhan,serenaorhan5866@gmail.ca,'artist' ,'female',HHO06IYM3EX,11/28/2022,"(""Yeo Yalçın"", ""yeoyaln@gmail.com"", 'artist' , 'male', ""MTC63FJH2MP"", ""2021-03-31""),"
Yeo Yalçın,yeoyaln@gmail.com,'artist' ,'male',MTC63FJH2MP,3/31/2021,"(""Tobias Yıldız"", ""tobiasyldz@gmail.com"", 'customer' , 'female', ""MKH54DPH5QR"", ""2021-08-20""),"
Tobias Yıldız,tobiasyldz@gmail.com,'customer' ,'female',MKH54DPH5QR,8/20/2021,"(""Ariel Laouali"", ""ariellaouali@gmail.ca"", 'customer' , 'male', ""MMK21KBW5DH"", ""2021-04-21""),"
Ariel Laouali,ariellaouali@gmail.ca,'customer' ,'male',MMK21KBW5DH,4/21/2021,"(""Nichole Çalışkan"", ""nicholealkan7545@gmail.couk"", 'artist' , 'female', ""BUV88UCM2VO"", ""2022-06-13""),"
Nichole Çalışkan,nicholealkan7545@gmail.couk,'artist' ,'female',BUV88UCM2VO,6/13/2022,"(""Thomas Nguyễn"", ""thomasnguyn766@gmail.ca"", 'artist' , 'female', ""SIM42GML1XG"", ""2021-07-04""),"
Thomas Nguyễn,thomasnguyn766@gmail.ca,'artist' ,'female',SIM42GML1XG,7/4/2021,"(""Chadwick Gökçe"", ""chadwickgke5055@gmail.ca"", 'artist' , 'male', ""OXB54LNJ9UE"", ""2021-02-25""),"
Chadwick Gökçe,chadwickgke5055@gmail.ca,'artist' ,'male',OXB54LNJ9UE,2/25/2021,"(""Damon Gabriela"", ""damongabriela3287@gmail.net"", 'artist' , 'male', ""QHW24YKO5AH"", ""2021-02-10""),"
Damon Gabriela,damongabriela3287@gmail.net,'artist' ,'male',QHW24YKO5AH,2/10/2021,"(""Cailin Nwakaeme"", ""cailinnwakaeme@gmail.couk"", 'artist' , 'male', ""FQH87CZW7SW"", ""2022-06-15""),"
Cailin Nwakaeme,cailinnwakaeme@gmail.couk,'artist' ,'male',FQH87CZW7SW,6/15/2022,"(""Quemby Cook"", ""quembycook6406@gmail.ca"", 'artist' , 'male', ""QPW93IBB3WU"", ""2021-11-18""),"
Quemby Cook,quembycook6406@gmail.ca,'artist' ,'male',QPW93IBB3WU,11/18/2021,"(""Joy Ellis"", ""joyellis3762@gmail.edu"", 'customer' , 'female', ""BKU42EPK3LW"", ""2022-08-19""),"
Joy Ellis,joyellis3762@gmail.edu,'customer' ,'female',BKU42EPK3LW,8/19/2022,"(""Dane Nguyễn"", ""danenguyn4700@gmail.com"", 'artist' , 'female', ""RPJ61UQH6ND"", ""2022-12-05""),"
Dane Nguyễn,danenguyn4700@gmail.com,'artist' ,'female',RPJ61UQH6ND,12/5/2022,"(""Stacy Nguyễn"", ""stacynguyn@gmail.couk"", 'artist' , 'female', ""DBK13TJR8JU"", ""2022-11-09""),"
Stacy Nguyễn,stacynguyn@gmail.couk,'artist' ,'female',DBK13TJR8JU,11/9/2022,"(""Camden Biện"", ""camdenbin8120@gmail.ca"", 'artist' , 'female', ""USY21IDV6KX"", ""2021-12-03""),"
Camden Biện,camdenbin8120@gmail.ca,'artist' ,'female',USY21IDV6KX,12/3/2021,"(""Barclay Vân"", ""barclayvn2519@gmail.org"", 'artist' , 'female', ""BQN34WPT9QL"", ""2022-10-21""),"
Barclay Vân,barclayvn2519@gmail.org,'artist' ,'female',BQN34WPT9QL,10/21/2022,"(""Ifeoma Nguyễn"", ""ifeomanguyn8147@gmail.edu"", 'customer' , 'female', ""HHF54GDJ1CC"", ""2022-09-10""),"
Ifeoma Nguyễn,ifeomanguyn8147@gmail.edu,'customer' ,'female',HHF54GDJ1CC,9/10/2022,"(""Deborah Nguyễn"", ""deborahnguyn@gmail.net"", 'artist' , 'female', ""UEQ33FOQ2WJ"", ""2022-09-28""),"
Deborah Nguyễn,deborahnguyn@gmail.net,'artist' ,'female',UEQ33FOQ2WJ,9/28/2022,"(""Ainsley Isabella"", ""ainsleyisabella@gmail.net"", 'customer' , 'female', ""AGS67AKR1NN"", ""2021-11-06""),"
Ainsley Isabella,ainsleyisabella@gmail.net,'customer' ,'female',AGS67AKR1NN,11/6/2021,"(""Buckminster Murray"", ""buckminstermurray4286@gmail.net"", 'customer' , 'male', ""IDT05JSR4EC"", ""2021-08-07""),"
Buckminster Murray,buckminstermurray4286@gmail.net,'customer' ,'male',IDT05JSR4EC,8/7/2021,"(""Marah Cristobal"", ""marahcristobal@gmail.org"", 'artist' , 'female', ""UKM37IOY5RN"", ""2022-06-27""),"
Marah Cristobal,marahcristobal@gmail.org,'artist' ,'female',UKM37IOY5RN,6/27/2022,"(""Yasir Aneke"", ""yasiraneke@gmail.com"", 'customer' , 'female', ""LJN57GBV0YJ"", ""2021-08-21""),"
Yasir Aneke,yasiraneke@gmail.com,'customer' ,'female',LJN57GBV0YJ,8/21/2021,"(""Ferris Hughes"", ""ferrishughes815@gmail.couk"", 'artist' , 'female', ""FZK95YWR6XV"", ""2021-10-24""),"
Ferris Hughes,ferrishughes815@gmail.couk,'artist' ,'female',FZK95YWR6XV,10/24/2021,"(""Demetria Puri"", ""demetriapuri9553@gmail.com"", 'artist' , 'male', ""HCY65SGG9TS"", ""2022-06-27""),"
Demetria Puri,demetriapuri9553@gmail.com,'artist' ,'male',HCY65SGG9TS,6/27/2022,"(""Chandler McDonald"", ""chandlermcdonald5734@gmail.com"", 'customer' , 'female', ""WWJ43DDD2TB"", ""2021-04-20""),"
Chandler McDonald,chandlermcdonald5734@gmail.com,'customer' ,'female',WWJ43DDD2TB,4/20/2021,"(""Thaddeus Balarabe"", ""thaddeusbalarabe@gmail.couk"", 'artist' , 'male', ""CGH27CKH7QU"", ""2021-08-20""),"
Thaddeus Balarabe,thaddeusbalarabe@gmail.couk,'artist' ,'male',CGH27CKH7QU,8/20/2021,"(""Priscilla Pal"", ""priscillapal6725@gmail.net"", 'artist' , 'female', ""HTM18FWA9SG"", ""2022-01-29""),"
Priscilla Pal,priscillapal6725@gmail.net,'artist' ,'female',HTM18FWA9SG,1/29/2022,"(""Logan Garcia"", ""logangarcia@gmail.ca"", 'customer' , 'male', ""VOJ27ILJ8SI"", ""2021-12-12""),"
Logan Garcia,logangarcia@gmail.ca,'customer' ,'male',VOJ27ILJ8SI,12/12/2021,"(""Chantale Gibson"", ""chantalegibson740@gmail.ca"", 'customer' , 'male', ""ONC85AEH3RT"", ""2022-05-29""),"
Chantale Gibson,chantalegibson740@gmail.ca,'customer' ,'male',ONC85AEH3RT,5/29/2022,"(""Madison Patel"", ""madisonpatel2097@gmail.ca"", 'customer' , 'male', ""OLF25ODY5TY"", ""2022-07-02""),"
Madison Patel,madisonpatel2097@gmail.ca,'customer' ,'male',OLF25ODY5TY,7/2/2022,"(""Piper Nguyễn"", ""pipernguyn@gmail.org"", 'customer' , 'female', ""HZB72IIC6DC"", ""2021-03-01""),"
Piper Nguyễn,pipernguyn@gmail.org,'customer' ,'female',HZB72IIC6DC,3/1/2021,"(""Darius Smith"", ""dariussmith@gmail.com"", 'customer' , 'female', ""KTK42TDZ9WU"", ""2021-11-12""),"
Darius Smith,dariussmith@gmail.com,'customer' ,'female',KTK42TDZ9WU,11/12/2021,"(""Courtney Topçu"", ""courtneytopu@gmail.ca"", 'customer' , 'male', ""ZLC95WGL7AZ"", ""2021-10-03""),"
Courtney Topçu,courtneytopu@gmail.ca,'customer' ,'male',ZLC95WGL7AZ,10/3/2021,"(""Brenda Kennedy"", ""brendakennedy@gmail.com"", 'artist' , 'male', ""WJX51IFC5VK"", ""2021-12-11""),"
Brenda Kennedy,brendakennedy@gmail.com,'artist' ,'male',WJX51IFC5VK,12/11/2021,"(""Lucas Kaya"", ""lucaskaya@gmail.com"", 'artist' , 'female', ""BLH52RLF2NJ"", ""2022-03-06""),"
Lucas Kaya,lucaskaya@gmail.com,'artist' ,'female',BLH52RLF2NJ,3/6/2022,"(""Simone Lata"", ""simonelata411@gmail.ca"", 'artist' , 'male', ""CLC34FIY8XS"", ""2021-05-20""),"
Simone Lata,simonelata411@gmail.ca,'artist' ,'male',CLC34FIY8XS,5/20/2021,"(""Cyrus Allen"", ""cyrusallen7433@gmail.net"", 'artist' , 'male', ""COU42KDI6PQ"", ""2022-08-21""),"
Cyrus Allen,cyrusallen7433@gmail.net,'artist' ,'male',COU42KDI6PQ,8/21/2022,"(""Isabella Torres"", ""isabellatorres@gmail.couk"", 'customer' , 'female', ""SDQ68OWI7LY"", ""2022-05-18""),"
Isabella Torres,isabellatorres@gmail.couk,'customer' ,'female',SDQ68OWI7LY,5/18/2022,"(""Ramona Karadeniz"", ""ramonakaradeniz6467@gmail.ca"", 'customer' , 'female', ""QTX12DVE7NZ"", ""2020-12-13""),"
Ramona Karadeniz,ramonakaradeniz6467@gmail.ca,'customer' ,'female',QTX12DVE7NZ,12/13/2020,"(""Tad Green"", ""tadgreen@gmail.ca"", 'artist' , 'female', ""CMA76ROW6UY"", ""2021-05-24""),"
Tad Green,tadgreen@gmail.ca,'artist' ,'female',CMA76ROW6UY,5/24/2021,"(""Keelie Akça"", ""keelieaka@gmail.com"", 'artist' , 'female', ""RST12ZBH2UK"", ""2021-05-20""),"
Keelie Akça,keelieaka@gmail.com,'artist' ,'female',RST12ZBH2UK,5/20/2021,"(""Kevyn Cortes"", ""kevyncortes@gmail.ca"", 'customer' , 'female', ""OFP72YGK3GL"", ""2022-04-10""),"
Kevyn Cortes,kevyncortes@gmail.ca,'customer' ,'female',OFP72YGK3GL,4/10/2022,"(""Melvin Nguyễn"", ""melvinnguyn@gmail.edu"", 'artist' , 'male', ""SDD46IXO8IU"", ""2021-04-24""),"
Melvin Nguyễn,melvinnguyn@gmail.edu,'artist' ,'male',SDD46IXO8IU,4/24/2021,"(""Janna Suri"", ""jannasuri8448@gmail.couk"", 'artist' , 'female', ""WIR46CXM8TP"", ""2022-07-30""),"
Janna Suri,jannasuri8448@gmail.couk,'artist' ,'female',WIR46CXM8TP,7/30/2022,"(""Bruno Aktaş"", ""brunoakta@gmail.ca"", 'artist' , 'male', ""YPS83ZQK6NU"", ""2021-07-31""),"
Bruno Aktaş,brunoakta@gmail.ca,'artist' ,'male',YPS83ZQK6NU,7/31/2021,"(""Deanna Okojie"", ""deannaokojie@gmail.org"", 'customer' , 'female', ""ILK12KMR4DP"", ""2021-05-23""),"
Deanna Okojie,deannaokojie@gmail.org,'customer' ,'female',ILK12KMR4DP,5/23/2021,"(""Noel Martin"", ""noelmartin6432@gmail.edu"", 'artist' , 'female', ""FTR76DMM2JJ"", ""2021-05-15""),"
Noel Martin,noelmartin6432@gmail.edu,'artist' ,'female',FTR76DMM2JJ,5/15/2021,"(""Sebastian Reid"", ""sebastianreid421@gmail.net"", 'customer' , 'female', ""TUT27VYT2AN"", ""2022-04-10""),"
Sebastian Reid,sebastianreid421@gmail.net,'customer' ,'female',TUT27VYT2AN,4/10/2022,"(""Yael Tào"", ""yaelto@gmail.couk"", 'customer' , 'male', ""DKW44PUW4ZN"", ""2022-12-07""),"
Yael Tào,yaelto@gmail.couk,'customer' ,'male',DKW44PUW4ZN,12/7/2022,"(""Castor Walsh"", ""castorwalsh8918@gmail.com"", 'customer' , 'female', ""HSG55LLJ7LU"", ""2022-06-25""),"
Castor Walsh,castorwalsh8918@gmail.com,'customer' ,'female',HSG55LLJ7LU,6/25/2022,"(""Jena Buraimoh"", ""jenaburaimoh5056@gmail.org"", 'artist' , 'male', ""XSN13BCK6QH"", ""2021-03-31""),"
Jena Buraimoh,jenaburaimoh5056@gmail.org,'artist' ,'male',XSN13BCK6QH,3/31/2021,"(""Cora Nguyễn"", ""coranguyn4419@gmail.couk"", 'customer' , 'female', ""DMV67SRN1QL"", ""2021-11-11""),"
Cora Nguyễn,coranguyn4419@gmail.couk,'customer' ,'female',DMV67SRN1QL,11/11/2021,"(""Piper Diaz"", ""piperdiaz1041@gmail.ca"", 'artist' , 'female', ""CWE51LWY6KG"", ""2022-10-19""),"
Piper Diaz,piperdiaz1041@gmail.ca,'artist' ,'female',CWE51LWY6KG,10/19/2022,"(""Abigail Nguyễn"", ""abigailnguyn@gmail.couk"", 'customer' , 'male', ""JBE16BNG2NY"", ""2022-06-13""),"
Abigail Nguyễn,abigailnguyn@gmail.couk,'customer' ,'male',JBE16BNG2NY,6/13/2022,"(""Teegan Ofoedu"", ""teeganofoedu@gmail.ca"", 'artist' , 'female', ""IMG17FBX5KG"", ""2021-06-22""),"
Teegan Ofoedu,teeganofoedu@gmail.ca,'artist' ,'female',IMG17FBX5KG,6/22/2021,"(""Stewart Sen"", ""stewartsen9140@gmail.com"", 'artist' , 'female', ""JCU20AMW7GK"", ""2021-12-06""),"
Stewart Sen,stewartsen9140@gmail.com,'artist' ,'female',JCU20AMW7GK,12/6/2021,"(""Yoshio Usta"", ""yoshiousta2606@gmail.couk"", 'artist' , 'female', ""FJE34UIJ6IL"", ""2021-07-23""),"
Yoshio Usta,yoshiousta2606@gmail.couk,'artist' ,'female',FJE34UIJ6IL,7/23/2021,"(""Deacon Raman"", ""deaconraman8381@gmail.couk"", 'artist' , 'male', ""RYW55IPL6PF"", ""2022-01-20""),"
Deacon Raman,deaconraman8381@gmail.couk,'artist' ,'male',RYW55IPL6PF,1/20/2022,"(""Arsenio Ünsal"", ""arsenionsal9402@gmail.com"", 'customer' , 'female', ""OVN19BVN1QU"", ""2022-01-17""),"
Arsenio Ünsal,arsenionsal9402@gmail.com,'customer' ,'female',OVN19BVN1QU,1/17/2022,"(""Paloma Stewart"", ""palomastewart9384@gmail.com"", 'artist' , 'female', ""KFN57PGT9SQ"", ""2022-11-19""),"
Paloma Stewart,palomastewart9384@gmail.com,'artist' ,'female',KFN57PGT9SQ,11/19/2022,"(""Ryder Işık"", ""ryderik@gmail.net"", 'customer' , 'female', ""ELC44SUY1PI"", ""2022-06-23""),"
Ryder Işık,ryderik@gmail.net,'customer' ,'female',ELC44SUY1PI,6/23/2022,"(""Elvis Luis"", ""elvisluis@gmail.edu"", 'artist' , 'male', ""RDT27OHK8AK"", ""2020-12-31""),"
